,clean_text,retweets,favorites
9702,Cops bust fireman accused of drunkenly crashing into parked cars : Cops cuffed a -year-old city…  ,0.0,0.0
9703,", and still no flying cars ...bullshit.",14.0,41.0
9704,Here are the best cars we drove in  ,0.0,0.0
9705,i like how in daytona u win and then u see all of the other cars fly away,0.0,0.0
9706,horrible accidents just N of /99 split southbound. S-bound cars being diverted to . Car= crumpled paper ball,0.0,0.0
9707,elonmusk: HW2 Autopilot software uploading to cars this eve. Will then hold to verify no field issues and upload to rest of fleet next…,0.0,0.0
9708,My new-to-Me XC60 Wishes you all a happy new year!,1.0,0.0
9709,not screaming at cars driving down my street to SLOW DOWN but I'm very close.,0.0,0.0
9710,at least it's safe to say i'm picking up one of my dream cars next month,0.0,1.0
9711,HW2 Autopilot software uploading to cars this eve. Will then hold to verify no field issues and upload to rest of fleet next week.,0.0,0.0
9712,Retweeted Digital Marketing ( ): business: Here are the best cars we drove in ...  ,1.0,1.0
9713,How .any total cars in Fleet?,0.0,0.0
9714,elonmusk: HW2 Autopilot software uploading to cars this eve. Will then hold to verify no field issues and upload to rest of fleet next…,0.0,0.0
9715,. knows how to party. Playing Z cars on NYE,1.0,7.0
9716,From Elon Musk | HW2 Autopilot software uploading to cars this eve. Will then hold to verify no field issues and upload to rest of fle…,0.0,0.0
9717,are the cars randomly chosen? Or you have a specific group?,0.0,0.0
9718,No Title: ...Sumec Abandoned and Junked Cars Dan Greenberg Danza Marco Parente egypt Jeroen… >>   <<,0.0,0.0
9719,Kid cudi and some hemi cars would be awesome right now ! Beautiful day,0.0,0.0
9720,"Please RT? Variations on a Vane: How Turbochargers Are Getting Better, Faster, Stronger  ",0.0,0.0
9721,elonmusk: HW2 Autopilot software uploading to cars this eve. Will then hold to verify no field issues and upload to rest of fleet next…,1.0,1.0
9722,I liked a video from   LETS PLAY PEAK ANGLE! DRIFT CARS EVERYWHERE! - POLICE GT86!,0.0,0.0
9723,Here are the best cars we drove in  ,0.0,0.0
9724,"In mail today: (!) bumper stickers! I really only wanted one, now both our cars are decorated! Thanks guys & happy new year! <3",0.0,3.0
9725,"Please RT? GMC Acadia Spy Photos: New Platform, Smaller Dimensions  ",0.0,0.0
9726,THIS IS AN ACTUAL SLATE HEADLINE: ‘Self-Driving Cars Will Make Organ Shortages Even Worse’  ,11.0,6.0
9727,"This yesterday, and cars parked on the access rd at today down to the Rack! Congrats Boyne. Make that cash. https:// /status/814872652833812480 …",0.0,1.0
9728,"Chinese firms ordered to pay Disney, Pixar $194,000 for copying &amp;quot; Cars &amp;quot; - Xinhua https:// …",0.0,0.0
9729,"One of those moments. Want to do more in with more people. It's not about cars or cameras, it's the people.",0.0,7.0
9730,"BMW cars and SUVs for sale and FREE   Massive selection, listings added hourly!",0.0,0.0
9731,I liked a video   Electric Cars Aren't As Green As You Think,0.0,0.0
9732,HW2 Autopilot software uploading to cars this eve. Will then hold to verify no field issues and upload to rest of fleet next week.,724.0,4036.0
9733,Cars - My Best Friend's Girl at Clyde   riend-s-girl/song/508 …,0.0,0.0
9734,"is almost here, forget about RECCESSION and work harder. Remember some people bought cars , houses and made millions in .",12.0,9.0
9735,"Great, I hated the cool cars you could fit more than a loaf of bread in the back of my nose",0.0,0.0
9736,"Dedicated Laura, a detective, hates the cool cool cool classes due to stealing cars and now we wait.",0.0,0.0
9737,The Cars ~ Let's Go from the album Candy-O [1979],0.0,0.0
9738,The most eensive cars in the world make Teslas look like Toyotas . en-most-eensive-cars-in-the-world/ … via,0.0,0.0
9739,"cars and motorcycles make me horny, this app is a lie",0.0,0.0
9740,"DBPOWER A mAh Portable Jump Starter Battery Booster and Charger with ...""   """,0.0,0.0
9741,THE *ANIMAL AGRICULTURE (milk and eggs count too) INDUSTRY PRODUCES MORE FOSSIL FUELS THAN CARS,0.0,2.0
9742,"They've got planes and trains and cars I'd walk to you if I had no other way"" yeah, no! I'm out walking that far. """,0.0,1.0
9743,Please RT? Great Aftermarket Add-Ons for Your New A4  ,0.0,0.0
9744,". RU familiar w/Freud? He has an interesting theory about men who have to show off their money, power, cars .. *small hands*",0.0,0.0
9745,I hope that the rain ruins all of your plans and makes the roads extremely hazardous and you all crash your cars and die slowly by fire.,0.0,1.0
9746,for ; The S. . che-718-boter-s … . .,0.0,1.0
9747,Like cars ? Let me help you get your favorite. Save & make $ when you buy stuff. Go here:  ,0.0,0.0
9748,if we makin plans and i pick you up the car is most definitely stolen. and ion steal cars no mo... so uber time.,0.0,0.0
9749,Please RT? Three points covers Super Formula top five | Weekend Racing Wrap  ,0.0,0.0
9750,Niggas with no cars always trying to go somewhere,0.0,0.0
9751,The Best Luxury Cars Just Became Affordable..      ,0.0,0.0
9752,Please RT? Street Tires vs Track Tires: Oooooh That Sticky Icky! - The Racing Line Ep.  ,0.0,0.0
9753,Please RT? Road Test: BMW e iPerformance - Pushing the Limits of Performance and...  ,0.0,0.0
9754,Please RT? With Audi Tradition on the classic car tour  ,0.0,0.0
9755,Please RT? Genesis New York Concept Revealed: Subdued Sports Sedan Previews an Upcoming -series.  ,0.0,0.0
9756,Driving Down Memory Lane – The Truly Forgotten .   Which do you remember?,0.0,2.0
9757,"Watch This Guy Go Full Jackie Chan On The Scooter Thief Who Stole His Phone""   -go-full-jackie-chan-on-the-scooter-thief-1790647266/amp …""",0.0,0.0
9758,Gta online live stream getting some new cars !!! - https:// -online-live-stream-getting-some-new-cars/ …,0.0,0.0
9759,And maybe flying cars . I'll see how this goes because man I'm sad the Witcher wasn't for me.,0.0,0.0
9760,sand cars to guard me sand securitys to guard me,0.0,0.0
9761,"Back Seat Mirror - Rear View Seat Mirror by Baby and - Wide Convex Shatterproof Glass and...""   """,0.0,0.0
9762,Hundred on the dash get me close to God We don't pray for love we just pray for cars,0.0,0.0
9763,Sea Cliff Bridge South Cars Traces . ge-south-cars-traces-australian-sunset-great-pacific-drive-scenic-tourist-route-nsw-blurred-passing-image83243939 …,0.0,0.0
9764,"u just move cars and deliver cars , pick up cars , crash cars , rob cars , take some home, and chill... nothing to serious",0.0,0.0
9765,Ohne Cars https:// /815307641673150464 …,0.0,1.0
9766,regardless of where you live you need to be doing this and also buying and using bottle rockets to shoot homes and cars year round,0.0,3.0
9767,"But we are ahead of the world, we created the self-driving cars , and no worries the valley comes later ..",1.0,0.0
9768,It is I just got out of work and there was cars and people every where,0.0,0.0
9769,Do you have floating cars in the future?,0.0,0.0
9770,- the garbage and checked cars and a house for it and never found it but she texted me this morning that she found it at her house,0.0,3.0
9771,MIAMI : more boats than Cars  ,0.0,0.0
9772,News: Faraday Future Acting CEO Leaving Right Before CES Show Supercar Launch - Hybrid Cars …  ,1.0,0.0
9773,"Sing unto to him in your dialect. He deserves our praises.Your money, fancy cars , mansions can't please him except your praises.",2.0,0.0
9774,"Magic Cloths-Water only cleaning.No chemicals needed mirrors,stainless , ,windows, . /Magic+No+Streak+Cloths+-621 …",1.0,1.0
9775,"One Fact About Me: Im terrified of cars ; always have bad eeriences. So if i say i dont want to drive, i dont want to cause ima panic",0.0,0.0
9776,Anyone driving from Edmonton to cold lake on Wednesday? Need a ride back sense my cars in the shop,0.0,0.0
9777,watched an wheeler turn a tight corner in a parking lot full of cars and not hit a single thing & some of y'all still can't park straight,0.0,9.0
9778,there was one time when they had literally ten cars and maybe fifteen officers chasing one guy who was on foot on commonwealth,0.0,1.0
9779,eBay: GMC RETRO ROAD HAULER RECOVERY TRUCK FOR HOT ROD NEW BUILD…     ukdeals.rssdata.net,0.0,2.0
9780,DaiIyLuxury: Massive home with a driveway filled with dream cars,0.0,0.0
9781,Really was cars deep ...made one trip,0.0,0.0
9782,Talking Cars and Other Auto Technology Trends to Watch Out for in . nd-other-auto-technology-trends-to-watch-out-for-in-2017/ …,0.0,0.0
9783,"My Dads Cougar XR-7"" """,0.0,2.0
9784,For Christmas this year I was like Oprah except instead of giving out cars I gave out nslc gift cards,0.0,4.0
9785,they could literally pull over someone for switching lanes incorrectly and they'll bring three cars onto the scene,0.0,1.0
9786,Top story: Blockchain and self-driven cars : Are we ready to welcome the future?   f-driven-cars-ready-welcome-future/ …   np …,0.0,0.0
9787,Sacramento to let fully autonomous cars on public roads  ,0.0,0.0
9788,Consumer Reports’ Most Unreliable Cars of  ,0.0,0.0
9789,"OVER ,000 CARS & TRUCKS AT   CCTAUTOS.COM  ",0.0,0.0
9790,Please see the following article for information about issues selling cars :   *SB,0.0,0.0
9791,thought we would give you a try degrees in DFW. Closed on New Years Eve wow... say cars looking for custard...,0.0,0.0
9792,Our help power the world's cars and trucks. Learn more about it today.  ,0.0,1.0
9793,Will there ever the option to have custom wraps on cars ?,0.0,0.0
9794,"lots $'s & cant get pension, u spend over -2yrs? trips, cars etc, $ gone pension now? . /how-you-need-for-retirement/ …",0.0,0.0
9795,So DPixar's Cars . Tarantino,0.0,0.0
9796,Just gunning it and praying that no cars are coming because it's impossible to see around the huge ass snowbanks,0.0,1.0
9797,is playing on FLY !   Brought to you by Capital Luxury Cars,0.0,2.0
9798,is playing on FLY !   Brought to you by Capital Luxury Cars,0.0,1.0
9799,RWW: Sacramento to let fully autonomous cars on public roads  ,0.0,0.0
9800,ALPINA creates exclusive automobiles. Visit   BUYBERA.COM to find similar or other type businesses.,0.0,0.0
9801,do you know non Brighton uber cars CANT be checked by B&H council . That's what I call shady !,0.0,1.0
9802,I'm trying to get some Lamborghinis Teslas and g wagons fuck these cars lol https:// s/813303626932203520 …,1.0,2.0
9803,Self-driving cars are already deciding who to kill  ,2.0,5.0
9804,i bet! Good luck with it; dealing with all the legal work with cars is always a mess >~<,0.0,1.0
9805,"I wanna see Cars but without cars , possibly the only way the film will be better",0.0,0.0
9806,Cops bust fireman accused of drunkenly crashing into parked cars - New York Daily News  ,0.0,0.0
9807,[Request] Images of cars labeled in a subfolder on the type of car (or color)  ,0.0,0.0
9808,WebcomRadiobot is playing The Cars - Just What I Needed [   webcomradio.co.uk ],0.0,0.0
9809,Insecurity hides behind fine clothes and flashy cars . It's the Queen that makes the crown not the other way round  ,0.0,0.0
9810,Are we drivin cars or are cars drivin us,0.0,0.0
9811,I finally get to contribute!! Only in Ohio... …,1.0,0.0
9812,"cars an hour, just got home started at :30, almost fist fights. It's been a wild one",0.0,2.0
9813,"I get so mad when I run lmao. I get mad when cars pass me, I get mad when someone's snapping or texting me cause it interrupts my music",1.0,4.0
9814,Sacramento to let fully autonomous cars on public roads  ,10.0,11.0
9815,Cops bust fireman accused of drunkenly crashing into parked cars - New York Daily News  ,0.0,0.0
9816,"Chinese firms ordered to pay Disney, Pixar $194,000 for copying ' Cars ': Xinhua  ",0.0,0.0
9817,Half the people in Orlando drive really nice (rented) cars,0.0,0.0
9818,"I liked a video from   GTA PC Online - Flying Cars , Ramp Cars , Ugly Masks, and Rocket",0.0,0.0
9819,"Don't drink and drive ofc, but also: please don't text and drive. Even at a stoplight; cars are not the right place to use your phone",0.0,2.0
9820,"Dear NYPD, SmartCar police cars are the opposite of intimidating.",0.0,0.0
9821,Sagittarius: On Monday Kaley Cuoco-Sweeting and your grandson faint with patrol cars .,0.0,0.0
9822,"Imsurance is pricey doe, cause a lot of people mod those cars & race. Plus you're a young driver so dam it boutta be an ugly rate",0.0,1.0
9823,Why do people have to park so damn close to other cars ? Keep your distance!,0.0,0.0
9824,Why Tesla owners love their cars so much - . Join the conversation about this story » NOW WATCH: How much money...  ,0.0,0.0
9825,make sure you flush cut them tho or they can be little razors. I have some nasty cuts from those on the race cars .,0.0,2.0
9826,I drove in a v12 mercedes yesterday. Fire was coming out the exhaust. I didn't know they made Lamborghini ass Mercedes cars,0.0,4.0
9827,Happy I got spare keys it's nothing to get a house key made the cars what I be bitching about,0.0,0.0
9828,"Cash Deal in the Atlanta area, Great Price! For more information Send a Message!",1.0,0.0
9829,"In other countries do they treat American cars , like Americans treat foreign cars ?",0.0,0.0
9830,"Starting Sunday, Californians Will Not Be Liable For Saving Animals Trapped In Hot Cars ...   b8131509daa1/ …",0.0,0.0
9831,i miss u too :// the police cars passenger seat misses ur butt https:// n/status/815304379884601344 …,0.0,1.0
9832,The Cars ~ It's All I Can Do from the album Candy-O [1979],0.0,0.0
9833,Best source of BMW cars and SUVs for sale and FREE   Updated hourly with new stock,0.0,0.0
9834,s mm Photo slide Man with camera duel Cars automobile  ,0.0,0.0
9835,"This is like saying Cars have been used without incident""---the incidents are tragic but rare.""",0.0,0.0
9836,that's when cars were built right brother,0.0,1.0
9837,"If you are having problems selling cars in GTAV, please refer to this article for help:   *SB",0.0,0.0
9838,really? I saw the sign for chorizo/egg burritos and was curious. Never see cars there in the morning tho.,0.0,0.0
9839,The San Francisco Cable cars are the only mobile National Monuments,0.0,0.0
9840,Preview of what's to come on the big screen in . Behind the scenes with just a few of the main character cars ...  ,0.0,0.0
9841,We towing cars in Miami.,0.0,5.0
9842,I wonder how many people fall out the windows of moving cars in the first minutes of each year.,0.0,0.0
9843,Typical for Elitist Race Baiting NYT. More cops then ever executed while sitting in their cars . No Worth it for NYT,0.0,0.0
9844,"I'm done being so generous, not givin nobody money anymore nobody ever fucking pays me back I'm bout to start leaving cars on bricks d/a",0.0,3.0
9845,Volkswagen Lease Cars in Tai'r Bull 'r https://,0.0,0.0
9846,The autenthic Matter &A ://www.,0.0,0.0
9847,More than cars broken into -- navigation systems and radios ripped out. --> . kland-county/more-than-80-car-and-trucks-broken-into-radios-stolen-at-troy-car-dealership …,3.0,1.0
9848,german- cars -after-1945: Audi...  ,0.0,0.0
9849,Could GM’s Plans To Idle US Production Affect Their Plants In Mexico Too?: This has been an…   s-to-idle-production-affect-plants-in-mexico-too/?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
9850,"Arrived at Magic Kingdom, saw cars being turned away not even being let into car park yet we get to the gates & walk straight in",0.0,1.0
9851,"Imagine That; A Nissan Z Can't Swim Through A Flooded Road...: As you might know, the…   %7E3/oaIADLUBYYQ/imagine-that-nissan-370z-cant-swim.html?utm_sourcelvr.it&utm_medium=twitter …",0.0,0.0
9852,"Happy new year to the entire team at . Thank you for bringing fantastic cars , keep the love alive",0.0,0.0
9853,same with Airdrie & North Calgary. No cars available every time I look,0.0,1.0
9854,"On my first day back in Seattle, this pedestrian has almost been hit by cars three times.",0.0,0.0
9855,The Sultan of Brunei has over cars in his collection. Here is a quick look  ,0.0,0.0
9856,Leonard hankerson is selling cars ? NFL and that's his career? Wow. Don't leave school early kids,0.0,2.0
9857,Is Bill Nye gonna make another appearance this New Years and talk about cars . If not I don't even want to watch the ball drop,0.0,5.0
9858,"They got smartcphones, smart cars and all the smart stuff!! when they gonna start makihg smart people??",0.0,0.0
9859,H2i Asaba Car Award was a bang! help partners were awarded with brand new cars /SUVs along with $2000 each to...  ,0.0,0.0
9860,sleeting/ice right near airport. Very light but you can hear it tinking on the cars,0.0,0.0
9861,"Bernard: Adam cares about cars , Barbara cares about family, well Jewel I just don't know what you care about"" lol heartless much...""",0.0,1.0
9862,I am watching Counting cars guess why.,0.0,0.0
9863,"There are only so many cars that can be considered American muscle and this is an iconic one! For more pictures, pr… https://",0.0,0.0
9864,I LOVE julie and ara and david and Alex and leo and Sofia and lana and David and Logan and vaughn and cars and britta and Isa and gitta and,0.0,12.0
9865,We're taking three cars to eat Arabic. Why is my family so extra,0.0,0.0
9866,Lexus Rx Base: Cars /Bikes in Angola : ...2T2BZMCAXGC052175 Drivetype: AWD… >>   <<,0.0,0.0
9867,These are the dream cars we love to drive (and that you can rent on Getaround!) -  ,0.0,0.0
9868,Over mil driver lic issued n about months. Town was flooded with rental cars from the southwest areas,0.0,0.0
9869,"Brutal fact -- Self driving cars causing reduction in accidents, will exacerbate organ donation shortages. -- . ology/future_tense/2016/12/self_driving_cars_will_exacerbate_organ_shortages.html …",0.0,0.0
9870,* * * * * Saturn SL2 * * * * * (Westminster) $500 Denver Craigslist Cars with Blown Head Gasket  ,0.0,0.0
9871,Cops bust fireman accused of drunkenly crashing into parked cars . rime/cops-bust-fireman-accused-drunkenly-crashing-parked-cars-article-1.2929878?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
9872,Cops bust fireman accused of drunkenly crashing into parked cars : Cops cuffed a -year-old city firefighter they… . rime/cops-bust-fireman-accused-drunkenly-crashing-parked-cars-article-1.2929878?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
9873,Please RT? Great Aftermarket Add-Ons for Your New A4  ,0.0,1.0
9874,"Police: Man Drove Home Drunk, Hit Several Cars With Plow   ve-home-drunk-hit-several-cars-with-plow/ …",0.0,0.0
9875,Car On Finance in Alvaston https://,0.0,0.0
9876,Napa Valley Tesla Why Tesla owners love their cars - Business Insider - Business Insider UK  ,0.0,0.0
9877,Please RT? Honda Ridgeline Super Bowl Ad: Life's a Treat [Video]  ,0.0,0.0
9878,On I'm going to sue Tesla cars . Oh... ohhhh....,0.0,1.0
9879,Please RT? Feds Investigate Rotary Shifters in Ram s and Dodge Durangos after Rollaway...  ,0.0,0.0
9880,Please RT? Mazda Finally Bringing Diesel Engine to the U.S. in CX-5  ,0.0,0.0
9881,Please RT? Peel Out: MOD Moto's Very Orange Ducati SS  ,0.0,0.0
9882,: cars in the ditch near the Crossfield turnoffs,7.0,2.0
9883,Please RT? Mini Cooper S Clubman Tested: A Small Wagon with Big Appeal  ,0.0,0.0
9884,Last load of cars for getting loaded up and ready to go...,0.0,0.0
9885,Survey of Self-Driving cars - Leinster Eress  ,0.0,0.0
9886,Happy New Year from Heathrow Gatwick Cars .com (view on Instagram...  ,0.0,0.0
9887,Please RT? Force India needs '£200m more' to take on top teams | F1 Fanatic Round-up  ,0.0,0.0
9888,Please RT? Quick Drive: Ford Focus RS (w/ Angus MacKenzie) ? Daily Fix Free Episode!  ,0.0,0.0
9889,I want to like but it seems they ruined it by having too much money. Challenges aren't with budget cars anymore for a starter.,0.0,0.0
9890,Ten Cars That Could Skyrocket in Value in  ,8.0,30.0
9891,I love how my boyfriend will wave goodbye to me when we're switching the cars out of the drive way just so I can go to the store,0.0,2.0
9892,We went to the mall today. She loved the cars Blossom Mall . ABD7KLne8MBL5uVUyEScTuJDh00/ …,0.0,0.0
9893,Please RT? Honda Ridgeline Super Bowl Ad: Life's a Treat [Video]  ,0.0,0.0
9894,like we here in Michigan are always seeing dead deer that have been hit by cars on the side of the road...,0.0,1.0
9895,- 'Kids born today will never drive'...  ,0.0,0.0
9896,Please RT? Feds Investigate Rotary Shifters in Ram s and Dodge Durangos after Rollaway...  ,0.0,0.0
9897,thankyou so much for singing chasing cars when in Belfast ilysm! best night of my life,0.0,0.0
9898,"I liked a video from   GTA PC Online - Flying Cars , Ramp Cars , Ugly Masks, and Rocket",0.0,0.0
9899,Not sure why ppl think cars run off air or something.,0.0,0.0
9900,Please RT? Row Your Own: The Crossovers and SUVs You Can Still Get with a Manual Transmission  ,0.0,0.0
9901,so hard that the other car pushed me into the parked car in front of me and pushed both of the cars into the sidewalk,0.0,0.0
9902,"And now tweets from the 's with ... : Do you think The Cars should do a song called, Gary Numan?""""",0.0,3.0
9903,Cops bust fireman accused of drunkenly crashing into parked cars  ,0.0,0.0
9904,CHICAGO: remember that CTA rides are free tonight from pm until am! So please leave your cars at home!,4.0,5.0
9905,Riding in cars with Moyes: Down on their luck managers go for a drive with David. They smoke roll ups & listen to Simply Red. Week : Pardew,0.0,2.0
9906,TROYE SIVAN is playing on FLY !   Brought to you by Capital Luxury Cars,0.0,1.0
9907,": From Smart Homes to self-driven cars , top technology trends to watch out for. ...  ",0.0,0.0
9908,I'd rather classic cars anyday !,0.0,0.0
9909,South Korea may change EV incentive rule that hurts… . th-korea-change-ev-incentive-rule-tesla/?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
9910,Springs ( Cars Land ) California Adventure . kX3S-HF73cEAXxwXF6Bz3j2I0/ …,0.0,0.0
9911,What a year some great cars and I'm so thankful to everyone who has followed in the past year… .,0.0,0.0
9912,Who are the 'sick passengers holding up our subway cars ? ANYONE WHO LIVES OR WORKS IN SHOULD READ THIS  ,1.0,2.0
9913,One of the prettiest cars ever made in my humble opinion.... https:// status/814878128011026432 …,0.0,2.0
9914,Get driven for free Sacramento! Hail free cars with free credit using pay code GUESTS forur freebie. Awesome cash.,0.0,0.0
9915,Some Guys like Cars . Other Guys I've met like to talk about Girls. I am a Guy who is more into and different kinds of colors,0.0,2.0
9916,"Hi Twitter, this is my yr old son. He is named Revan, after the character from Knights of the Old Republic. He loves cars .",0.0,35.0
9917,Porsche Cayman S Wallpaper.  ,1.0,1.0
9918,they're deadlifting cars ..I was made up lifting kg on Friday.,0.0,1.0
9919,Orbrium Toys Pcs Wooden Engines &amp; Train Cars Collecti $19.99 % OFF https://,0.0,0.0
9920,Oh my God Santa brought that for my son and it's fun as hell. The cars are pricey but it's great.,0.0,0.0
9921,The year when new cars got back in the game   he-year-when-new-cars-got-back-in-the-game/ …,0.0,0.0
9922,Sarah just called me benny AKA my cars name,0.0,1.0
9923,(6) Saint Tropez A summer day I meet you there I take your hand I say mon chere And we're in love Cars a la plage de Saint Tropez We have a,0.0,0.0
9924,"Don't pray for cars , houses and shit....pray for GRACE all the time. Grace trumps everything!",0.0,1.0
9925,"Thats not the billion I am talking about. All green"" cars get the ""food stamps"" of $7,500.""",0.0,0.0
9926,I was an Idiot for Thinking Would Offer Video Chat While Driving  ,0.0,0.0
9927,Pinky's Fun Facts: In Henry Ford made a car out of soybeans....Here at University Motors we do not have cars ...  ,0.0,0.0
9928,Busy hour. Switched cars . Ate chicken. Assisted w/guy who thought he was a political prisoner. Looked for druggies by a dumpster.,0.0,1.0
9929,I've figured out why boomers put up overpriced project cars on craigslist. To trick their wives. Look like you're selling when you're not.,0.0,0.0
9930,as of PM wait times to cross into the U.S. and Canada is less than min. for cars and commercial vehicles,0.0,0.0
9931,": First Look: Fences - This past spring, vintage cars lined the streets of Pittsburgh’s Hill Di...  ",0.0,0.0
9932,has now made million cars ! |  ,0.0,2.0
9933,"Be careful while passing the road, look around you and don't pass the road if there are cars moving towards you.",3.0,14.0
9934,The Best Cars of . And the Worst. -  ,0.0,0.0
9935,Toyotas are the very best cars !!,0.0,0.0
9936,"Love this. I'm in love with cars , emphasis on older, classic, doesn't have to be.  ",0.0,0.0
9937,the tax break will be gone soon & people will still buy Tesla cars .,0.0,0.0
9938,Here's your next figure reveal hint: This artist loves fast cars !,0.0,1.0
9939,Use caution while driving in I've seen multiple cars in the ditch. This photo is near Albert St. South & Ring Rd.,5.0,3.0
9940,HP addition to te SVE family   specialtyvehicleengineering.com / CARS,0.0,0.0
9941,Tesla loses right to sell cars in Missouri after the state rejects its dealership license renewal  ,0.0,0.0
9942,"Follow us on Facebook, too! . ialtyVehicles … cars",0.0,0.0
9943,CRAZY YouTuber Cars  ,0.0,0.0
9944,"breaks down their favorite concept cars of , check it out.  ",0.0,1.0
9945,How to Make Money as a Kid- Part with Cars money online  ,0.0,0.0
9946,Magic - The Cars on XFM with  ,0.0,0.0
9947,"We don't pray for love , We just pray for cars .. .",1.0,1.0
9948,"TO ALL THE BECKIS WHO STAND IN THE WAY OF CARS , VANS, TRUCKS & BIKES, i hope all of you waste of human genomes get 'ed. Fuck You, liza",0.0,3.0
9949,  SUVS.com - Find New & Used Local Cars !  ,0.0,0.0
9950,"Why don't any of you rich mf"" have cars ? """,0.0,0.0
9951,Hundred of cars parked outside the UAP Old Mutual Tower waiting for the countdown. Thank you for joining us!,21.0,9.0
9952,Its all criminal! Electric cars are NOT worth it!!! They MUST ve subsidized to even sell a few,0.0,0.0
9953,had to check gas stations b4 i could get gas...everywhere either ram wit cars or only have diesel,0.0,1.0
9954,With two lego-style fingers raised to all the people who might benefit from something a little bit more rational. Cars as social insulation. https:// s/815280396011192320 …,0.0,0.0
9955,"Sun shade-80 GSM for Maximum UV protection-Extra large-20x12sunshades""   """,0.0,0.0
9956,Graffiti on subway cars via /r/misleadingthumbnails  ,0.0,0.0
9957,in my main save he put road tyres on the F1 cars we already know he's a lizard person,0.0,0.0
9958,"*funeral car drives by with a bunch of cars following* Grace: is this a parade?""""",1.0,4.0
9959,Cops bust fireman accused of drunkenly crashing into parked cars    ,0.0,1.0
9960,"Check out Cheerios Cars Set Of - HTF, Mint, Rare . …",0.0,0.0
9961,Amazed how sold us cars but didn't do their paperwork correctly. Been calling them for over days.,0.0,0.0
9962,so undecided about these cars,0.0,0.0
9963,Saluti Cellars will be open until :00 today. We were not going to open but had three cars waiting for us to...  ,0.0,0.0
9964,"lmao it's not totaled thank god, but its gonna cost some money to fix. I have the worst luck with cars",0.0,1.0
9965,"yeah! I heard that Tesla has the safest cars , maybe next year we change the Cadillac for one of those, a model X P90D",0.0,0.0
9966,"He's got sponsoring down a science. new reps in days. Huge income, paid trips & cars ! This is HOW he does it:  ",0.0,0.0
9967,AD’s Favorite New Cars of Photos | Architectural Digest   / …,0.0,0.0
9968,My new hobby making cars,0.0,0.0
9969,Why Google co-founder Larry Page is pouring millions into flying cars . /12/30/14105960/flying-car-future-elained?utm_campaign=vox&utm_content=entry&utm_mediumcial&utm_source=twitter … via,0.0,0.0
9970,Free Lyft day in Honolulu! Call cars with promo code GUESTS on the Lyft app to get free rides. Radical offering.,0.0,0.0
9971,"Meguiar's G7164 Class Wash Shampoo and Conditioner - oz.""   """,0.0,0.0
9972,How Ohio's gamble on self-driving trucks could backfire  ,0.0,0.0
9973,AD’s Favorite New Cars of Photos | Architectural Digest   / …,0.0,0.0
9974,AD’s Favorite New Cars of Photos | Architectural Digest   / …,0.0,0.0
9975,Acura integra blown Head gasket (Conyers) $350 Atlanta Craigslist Cars with Blown Head Gasket  ,0.0,0.0
9976,These Are The Top Ford Mustang Crashes Of : was clearly not the best year for a lot…   %7E3/ERPlddqtSaI/these-are-top-ford-mustang-crashes-of.html?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
9977,"Nissan Benefits from ‘Star Wars’ Connection: This August, well in advance of the Rogue One: A…   s-from-star-wars-connection/?utm_sourcelvr.it&utm_medium=twitter …",0.0,0.0
9978,No they all have Green Cards. Lot of Sudanese lately seem like Good people I fix their cars,0.0,0.0
9979,damn rear wheel drive sports cars lol,0.0,0.0
9980,Gostei de um vídeo   olors … for children to learn with color cars | CzyWieszJak,0.0,0.0
9981,The amount of cars and houses that got broken into in my neighborhood is unreal,0.0,1.0
9982,sing was a good movie!! But can ppl pls stop using noises that sound like dying cars !!,0.0,0.0
9983,Big Color Cars in Spiderman Cartoon for Children Funny Videos for Kids with Nursery…   -color-cars-in-spiderman-cartoon-for-children-funny-videos-for-kids-with-nursery-rhymes-songs/ …,0.0,0.0
9984,"Meguiar's X2000 Magnet Microfiber Drying Towel""   """,0.0,0.0
9985,If you're ever feeling useless just remember there are people out there who installed the turn signals on cars sold in Los Angeles.,460.0,3703.0
9986,my brother works at a car dealership & he posts snap chats as if they are his cars ...,0.0,1.0
9987,you know your life is a mess when you start tearing up to chasing cars,0.0,7.0
9988,Cars Toys Giant Egg Surprise Opening! Christmas Morning Opening Present Toy Cars for Kids Video -   toys-giant-egg-surprise-opening-christmas-morning-2016-opening-present-toy-cars-for-kids-video/ …,0.0,0.0
9989,"ن tattoo we don't pray for love we pray for cars "" كدا. tattoo جميل.""",0.0,0.0
9990,"To dream, perchance to exist: Here are the top concept cars of . Will we see them in a garage near you soon?   t-vehicles/top-10-concept-cars-2016 …",1.0,1.0
9991,"Separate Ways"" by Journey = % banger""",0.0,0.0
9992,Never understood why people have dream catchers in their cars .. do you sleep in your car often ?,0.0,2.0
9993,This V8-Engined Mazda MX-5 ND Is The World's Smallest Muscle Car =>  ,0.0,1.0
9994,"Tell her I'm in Baton Rouge, Louisiana selling cars five days a week",0.0,2.0
9995,Cars in Year - Was the Koenigsegg Regera the Best? . ytba0&featurehare …,0.0,0.0
